,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
9180,Digital,OverDrive,EBOOK,2018,1,13,Unfinished Business,,Nora Roberts,"Fiction, Romance","Harlequin Enterprises, Ltd.",2011
9184,Digital,OverDrive,EBOOK,2018,1,1,Solar,,Ian McEwan,"Fiction, Humor (Fiction), Literature","Random House, Inc.",2010
9185,Digital,OverDrive,EBOOK,2018,1,1,Deep Shelter: A Novel,,Oliver Harris,"Fiction, Literature, Mystery",HarperCollins Publishers Inc.,2014
9191,Digital,OverDrive,EBOOK,2018,1,1,The Red Book of Primrose House,,Marty Wingate,"Fiction, Mystery","Random House, Inc.",2015
9196,Digital,OverDrive,EBOOK,2018,1,5,"Crash & Burn: Tessa Leoni Series, Book 2",,Lisa Gardner,"Fiction, Mystery, Suspense","Penguin Group (USA), Inc.",2015
9199,Digital,OverDrive,EBOOK,2018,1,2,Feeding the Whole Family: Cooking with Whole Foods,,Cynthia Lair,"Cooking & Food, Nonfiction, Reference","Random House, Inc.",2010
9215,Digital,OverDrive,EBOOK,2018,1,9,The Personalized Diet: The Pioneering Program to Lose Weight and Prevent Disease,,Eran Segal,"Health & Fitness, Nonfiction","Hachette Digital, Inc.",2018
9218,Digital,OverDrive,EBOOK,2018,1,5,The Things We Do for Love: A Novel,,Kristin Hannah,"Fiction, Romance","Random House, Inc.",2010
9221,Digital,OverDrive,EBOOK,2018,1,5,Thunderhead,,Neal Shusterman,"Science Fiction, Thriller, Young Adult Fiction, Young Adult Literature","Simon & Schuster, Inc.",2018
9225,Digital,OverDrive,EBOOK,2018,1,1,Presumed Guilty,,Tess Gerritsen,"Fiction, Romance","Harlequin Enterprises, Ltd.",2014
9230,Digital,OverDrive,EBOOK,2018,1,2,"Mask of the Sun: The Science, History and Forgotten Lore of Eclipses",,John Dvorak,"History, Nonfiction, Science",W. W. Norton & Company,2017
9237,Digital,OverDrive,EBOOK,2018,1,1,"Love a Little Sideways: The Kowalskis Series, Book 7",,Shannon Stacey,"Contemporary Romance, Fiction, Romance, Romance",Carina Press,2014
9246,Digital,OverDrive,EBOOK,2018,1,1,A Walk in the Dark,,Gianrico Carofiglio,"Fiction, Mystery",Lightning Source Inc,2011
9252,Digital,OverDrive,EBOOK,2018,1,1,Jane Austen,,Carol Shields,"Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.",2013
9256,Digital,OverDrive,EBOOK,2018,1,6,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",,Daron Acemoglu,"Business, Nonfiction, Politics","Random House, Inc.",2012
9260,Digital,OverDrive,EBOOK,2018,1,1,Mystery in the Channel,,Freeman Wills Crofts,"Fiction, Mystery",Poisoned Pen Press,2017
9268,Digital,OverDrive,EBOOK,2018,1,10,The Little Book of Lykke: Secrets of the World's Happiest People,,Meik Wiking,"Health & Fitness, Nonfiction, Self Help, Self-Improvement",HarperCollins Publishers Inc.,2018
9271,Digital,OverDrive,EBOOK,2018,1,1,"Death on a Pale Horse: Lost Sherlock Series, Book 6",,Donald Thomas,"Fiction, Mystery",Open Road Integrated Media,2013
9272,Digital,OverDrive,EBOOK,2018,1,4,Raw Desire,,Kate Pearce,"Erotic Literature, Fiction, Historical Fiction, Romance","Random House, Inc.",2011
9288,Digital,OverDrive,EBOOK,2018,1,4,"Danielle Walker's Against All Grain Celebrations: A Year of Gluten-Free, Dairy-Free, and Paleo Recipes for Every Occasion",,Danielle Walker,"Cooking & Food, Health & Fitness, Nonfiction","Random House, Inc.",2016
9295,Digital,OverDrive,EBOOK,2018,1,1,"Southern Italian Desserts: Rediscovering the Sweet Traditions of Calabria, Campania, Basilicata, Puglia,and Sicily",,Rosetta Costantino,"Cooking & Food, Nonfiction","Random House, Inc.",2013
9299,Digital,OverDrive,EBOOK,2018,1,1,"Goodbye, Darkness: A Memoir of the Pacific War",,William Manchester,"Biography & Autobiography, History, Military, Nonfiction","Hachette Digital, Inc.",2012
9316,Digital,OverDrive,EBOOK,2018,1,1,The Bear and the Serpent,,Adrian Tchaikovsky,"Fantasy, Fiction, Literature",Pan Macmillan,2017
9319,Digital,OverDrive,EBOOK,2018,1,2,"Hartwood: Bright, Wild Flavors from the Edge of the Yucatán",,Eric Werner,"Cooking & Food, Nonfiction, Travel",Workman Publishing,2015
9322,Digital,OverDrive,EBOOK,2018,1,1,Who Was Ben Franklin?,,Dennis Brindell Fradin,"Biography & Autobiography, Juvenile Nonfiction","Penguin Group (USA), Inc.",2013
9326,Digital,OverDrive,EBOOK,2018,1,1,"Change Your Brain, Change Your Life (Before 25): Change Your Developing Mind for Real World Success",,Jesse Payne,"Nonfiction, Self-Improvement","Harlequin Enterprises, Ltd.",2014
9329,Digital,OverDrive,EBOOK,2018,1,3,"Whatever You Do, Don't Run: True Tales of a Botswana Safari Guide",,Peter Allison,"Nonfiction, Travel",Rowman and Littlefield Publishing Group,2013
9333,Digital,OverDrive,EBOOK,2018,1,1,"Princess Academy: Princess Academy Series, Book 1",,Shannon Hale,"Fantasy, Juvenile Fiction",Bloomsbury Publishing,2010
9335,Digital,OverDrive,EBOOK,2018,1,1,"The Arctic Patrol Mystery: Hardy Boys Series, Book 48",,Franklin W. Dixon,"Juvenile Fiction, Mystery","Penguin Group (USA), Inc.",2011
9340,Digital,OverDrive,EBOOK,2018,1,2,"Crewel Lye: Xanth Series, Book 8",,Piers Anthony,"Fantasy, Fiction, Humor (Fiction), Thriller","Random House, Inc.",2011
9344,Digital,OverDrive,EBOOK,2018,1,1,"One Year to an Organized Financial Life: From Your Bills to Your Bank Account, Your Home to Your Retirement, the Week-by-Week Guide to Achiev",,Regina Leeds,"Business, Finance, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2010
9347,Digital,OverDrive,EBOOK,2018,1,1,A Ticket to Ride: A Novel,,Paula McLain,"Fiction, Literature",HarperCollins Publishers Inc.,2015
9349,Digital,OverDrive,EBOOK,2018,1,2,Have Stakes Will Travel: Stories from the World of Jane Yellowrock (An e-Special from New American Library),,Faith Hunter,"Fantasy, Fiction","Penguin Group (USA), Inc.",2013
9351,Digital,OverDrive,EBOOK,2018,1,1,Água Viva,,Clarice Lispector,"Fiction, Literature",W. W. Norton & Company,2015
9354,Digital,OverDrive,EBOOK,2018,1,1,Farewell to Manzanar,,Jeanne Wakatsuki Houston,"Biography & Autobiography, Young Adult Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2014
9361,Digital,OverDrive,EBOOK,2018,1,12,The Checklist Manifesto: How to Get Things Right,,Atul Gawande,"Business, Medical, Nonfiction",Macmillan Publishers,2013
9368,Digital,OverDrive,EBOOK,2018,1,1,"In Danger's Path: The Corps Series, Book 8",,W.E.B. Griffin,"Fiction, Historical Fiction, Thriller","Penguin Group (USA), Inc.",2013
9375,Digital,OverDrive,EBOOK,2018,1,1,The New Rules of Lifting: Six Basic Moves for Maximum Muscle,,Lou Schuler,"Health & Fitness, Nonfiction","Penguin Group (USA), Inc.",2011
9378,Digital,OverDrive,EBOOK,2018,1,4,30 Knitted Headbands and Ear Warmers: Stylish Designs for Every Occasion,,Jenise Hope,"Crafts, Nonfiction",Rowman and Littlefield Publishing Group,2017
9386,Digital,OverDrive,EBOOK,2018,1,2,Macbeth,,William Shakespeare,"Classic Literature, Fiction","Barron's Educational Series, Inc.",2011
9391,Digital,OverDrive,EBOOK,2018,1,1,"A Little Night Murder: Blackbird Sisters Mystery Series, Book 10",,Nancy Martin,"Fiction, Mystery","Penguin Group (USA), Inc.",2014
9392,Digital,OverDrive,EBOOK,2018,1,1,Tammy Wynette: Tragic Country Queen,,Jimmy McDonough,"Biography & Autobiography, Nonfiction, Performing Arts","Penguin Group (USA), Inc.",2010
9396,Digital,OverDrive,EBOOK,2018,1,1,The Inventor and the Tycoon: A Gilded Age Murder and the Birth of Moving Pictures,,Edward Ball,"Biography & Autobiography, History, Nonfiction, True Crime","Random House, Inc.",2013
9398,Digital,OverDrive,EBOOK,2018,1,1,Eminent Hipsters,,Donald Fagen,"Biography & Autobiography, Music, Nonfiction, Performing Arts","Penguin Group (USA), Inc.",2013
9400,Digital,OverDrive,EBOOK,2018,1,1,"Heidi Heckelbeck and the Tie-Dyed Bunny: Heidi Heckelbeck Series, Book 10",,Wanda Coven,"Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2014
9401,Digital,OverDrive,EBOOK,2018,1,3,The Best American Sports Writing 2017,,Glenn Stout,"Nonfiction, Sports & Recreations",Houghton Mifflin Harcourt Trade and Reference,2017
9403,Digital,OverDrive,EBOOK,2018,1,3,Bhagavad Gita: A New Translation,,Stephen Mitchell,"Nonfiction, Philosophy, Religion & Spirituality","Random House, Inc.",2010
9410,Digital,OverDrive,EBOOK,2018,1,2,"Sunrise: Warriors: Power of Three Series, Book 6",,Erin Hunter,"Fantasy, Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2009
9412,Digital,OverDrive,EBOOK,2018,1,3,"Organizing from the Inside Out: The Foolproof System For Organizing Your Home, Your Office and Your Life",,Julie Morgenstern,"Home Design & Décor, Nonfiction",Macmillan Publishers,2013
9415,Digital,OverDrive,EBOOK,2018,1,1,The Queen Mother,,William Shawcross,"Biography & Autobiography, History, Nonfiction, Women's Studies","Random House, Inc.",2009
9417,Digital,OverDrive,EBOOK,2018,1,1,"More Beer: Kayankaya Mystery Series, Book 2",,Jakob Arjouni,"Fiction, Mystery","Random House, Inc.",2013
9420,Digital,OverDrive,EBOOK,2018,1,2,Nat the Gnat: I Can Read Level 1,,Doreen Cronin,"Beginning Reader, Juvenile Fiction",HarperCollins Publishers Inc.,2015
9430,Digital,OverDrive,EBOOK,2018,1,2,"Pure Heat: Firehawks Series, Book 1",,M. L. Buchman,"Fiction, Romance, Suspense",Sourcebooks,2015
9432,Digital,OverDrive,EBOOK,2018,1,3,"A First-Class Catastrophe: The Road to Black Monday, the Worst Day in Wall Street History",,Diana B. Henriques,"Business, History, Nonfiction",Macmillan Publishers,2017
9438,Digital,OverDrive,EBOOK,2018,1,3,"The Naughty Corner: The Naughty Corner Series, Book 1",,Jasmine Haynes,"Erotic Literature, Fiction, Romance","Penguin Group (USA), Inc.",2013
9443,Digital,OverDrive,EBOOK,2018,1,3,The Tragedy of Brady Sims,,Ernest J. Gaines,"Fiction, Literature, Mystery","Random House, Inc.",2017
9446,Digital,OverDrive,EBOOK,2018,1,1,"Sweetheart: Archie Sheridan & Gretchen Lowell Series, Book 2",,Chelsea Cain,"Fiction, Mystery, Suspense, Thriller",Macmillan Publishers,2013
9455,Digital,OverDrive,EBOOK,2018,1,4,"Cherished: Delicious Series, Book 1",,Maya Banks,"Erotic Literature, Fiction, Romance","Penguin Group (USA), Inc.",2013
9463,Digital,OverDrive,EBOOK,2018,1,4,Joy the Baker Over Easy: Sweet and Savory Recipes for Leisurely Days,,Joy Wilson,"Cooking & Food, Nonfiction","Random House, Inc.",2017
9467,Digital,OverDrive,EBOOK,2018,1,3,Total Recall,,Philip K. Dick,"Fiction, Science Fiction",Houghton Mifflin Harcourt Trade and Reference,2017
9468,Digital,OverDrive,EBOOK,2018,1,1,Killer Takes All,,Erica  Spindler,"Fiction, Thriller, Thriller","Harlequin Enterprises, Ltd.",2013
9471,Digital,OverDrive,EBOOK,2018,1,1,"The Downward Spiral: Lock and Key Series, Book 2",,Ridley Pearson,"Juvenile Fiction, Juvenile Literature, Mystery",HarperCollins Publishers Inc.,2017
9472,Digital,OverDrive,EBOOK,2018,1,1,"Storm: Elemental Series, Book 1",,Brigid Kemmerer,"Fantasy, Young Adult Fiction","Random House, Inc.",2014
9477,Digital,OverDrive,EBOOK,2018,1,1,Science Set Free: 10 Paths to New Discovery,,Rupert Sheldrake,"Nonfiction, Religion & Spirituality, Science","Random House, Inc.",2012
9498,Digital,OverDrive,EBOOK,2018,1,1,Straight Into Darkness,,Faye Kellerman,"Fiction, Mystery","Hachette Digital, Inc.",2012
9499,Digital,OverDrive,EBOOK,2018,1,1,Fraud: Essays,,David Rakoff,"Biography & Autobiography, Essays, Humor (Nonfiction), Nonfiction","Random House, Inc.",2012
9505,Digital,OverDrive,EBOOK,2018,1,1,Lessons in Letting Go: Confessions of a Hoarder,,Corinne Grant,"Biography & Autobiography, Nonfiction",Allen & Unwin Pty Ltd,2011
9506,Digital,OverDrive,EBOOK,2018,1,1,"Wine Wars: The Curse of the Blue Nun, the Miracle of Two Buck Chuck, and the Revenge of the Terroirists",,Mike Veseth,"Nonfiction, Politics",Rowman and Littlefield Publishing Group,2012
9507,Digital,OverDrive,EBOOK,2018,1,1,Breaking Open the Head: A Psychedelic Journey into the Heart of Contemporary Shamanism,,Daniel Pinchbeck,"New Age, Nonfiction, Sociology","Random House, Inc.",2012
9511,Digital,OverDrive,EBOOK,2018,1,2,Sherlock Holmes and the Shakespeare Letter,,Barry Grant,"Fiction, Mystery",Severn House Publishers Ltd,2012
9513,Digital,OverDrive,EBOOK,2018,1,2,Night Train,,Martin Amis,"Fiction, Literature, Mystery","Random House, Inc.",2011
9517,Digital,OverDrive,EBOOK,2018,1,1,The Book of Blood: From Legends and Leeches to Vampires and Veins,,HP Newquist,"Nonfiction, Science",Houghton Mifflin Harcourt Trade and Reference,2013
9528,Digital,OverDrive,EBOOK,2018,1,1,"Plugged: Plugged Series, Book 1",,Eoin Colfer,"Fiction, Thriller","Penguin Group (USA), Inc.",2011
9535,Digital,OverDrive,EBOOK,2018,1,5,Silver on the Road,,Laura Anne Gilman,"Fantasy, Fiction, Historical Fiction","Simon & Schuster, Inc.",2015
9537,Digital,OverDrive,EBOOK,2018,1,1,"Zombie in Love: Zombie in Love Series, Book 1",,Kelly DiPucchio,"Fantasy, Humor (Fiction), Juvenile Fiction, Picture Book Fiction","Simon & Schuster, Inc.",2015
9540,Digital,OverDrive,EBOOK,2018,1,1,"Dancing in My Nuddy-Pants: Confessions of Georgia Nicolson Series, Book 4",,Louise Rennison,"Young Adult Fiction, Young Adult Literature",HarperCollins Publishers Inc.,2008
9541,Digital,OverDrive,EBOOK,2018,1,1,The Last River: The Tragic Race for Shangri-la,,Todd Balf,"Nonfiction, Travel","Random House, Inc.",2010
9544,Digital,OverDrive,EBOOK,2018,1,1,The Secret Lives of Baba Segi's Wives: A Novel,,Lola Shoneyin,"Fiction, Literature",HarperCollins Publishers Inc.,2010
9555,Digital,OverDrive,EBOOK,2018,1,2,The Burning Edge,,Rick Mofina,"Fiction, Thriller, Thriller","Harlequin Enterprises, Ltd.",2012
9558,Digital,OverDrive,EBOOK,2018,1,1,Nothing to Prove: Why We Can Stop Trying So Hard,,Jennie Allen,"Nonfiction, Religion & Spirituality","Random House, Inc.",2017
9565,Digital,OverDrive,EBOOK,2018,1,2,"Chasing Justice: Matt Royal Series, Book 9",,H. Terrell Griffin,"Fiction, Mystery, Thriller",Lightning Source Inc,2017
9569,Digital,OverDrive,EBOOK,2018,1,1,Not Otherwise Specified,,Hannah Moskowitz,"African American Fiction, Young Adult Fiction, Young Adult Literature","Simon & Schuster, Inc.",2015
9574,Digital,OverDrive,EBOOK,2018,1,1,Guantánamo Diary,,Larry Siems,"Biography & Autobiography, Military, Nonfiction, Politics","Hachette Digital, Inc.",2015
9582,Digital,OverDrive,EBOOK,2018,1,3,What Color Is Your Parachute? Guide to Rethinking Resumes: Write a Winning Resume and Cover Letter and Land Your Dream Interview,,Richard N. Bolles,"Business, Careers, Nonfiction","Random House, Inc.",2014
9584,Digital,OverDrive,EBOOK,2018,1,2,The Other Woman,,Therese Bohman,"Fiction, Literature","Random House, Inc.",2016
9590,Digital,OverDrive,EBOOK,2018,1,3,The Illegal: A Novel,,Lawrence Hill,"Fantasy, Fiction, Literature",W. W. Norton & Company,2016
9591,Digital,OverDrive,EBOOK,2018,1,5,"The Blood Promise: Hugo Marston Series, Book 3",,Mark Pryor,"Fiction, Historical Fiction, Mystery","Random House, Inc.",2018
9592,Digital,OverDrive,EBOOK,2018,1,1,Fearless,,DIANA  PALMER,"Fiction, Romance","Harlequin Enterprises, Ltd.",2011
9595,Digital,OverDrive,EBOOK,2018,1,1,"Elemental: Elemental Series, Book 0.5",,Brigid Kemmerer,"Fantasy, Young Adult Fiction","Random House, Inc.",2014
9604,Digital,OverDrive,EBOOK,2018,1,1,The Lost Years,,Mary Higgins Clark,"Fiction, Mystery, Suspense","Simon & Schuster, Inc.",2014
9608,Digital,OverDrive,EBOOK,2018,1,2,"An Uncertain Place: Commissaire Adamsberg Series, Book 6",,Fred Vargas,"Fiction, Mystery","Penguin Group (USA), Inc.",2011
9609,Digital,OverDrive,EBOOK,2018,1,3,The Spy: A Novel,,Paulo Coelho,"Fiction, Historical Fiction, Literature","Random House, Inc.",2016
9612,Digital,OverDrive,EBOOK,2018,1,1,Capitaine Bobette et l'invasion des méchantes bonnes femmes de la cafétéria venues de l'espace: Capitaine Bobette 3,,Dav Pilkey,"Comic and Graphic Books, Humor (Fiction), Juvenile Fiction","Scholastic, Inc. (US)",2017
9618,Digital,OverDrive,EBOOK,2018,1,2,The Witch's Boy,,Kelly Barnhill,"Fantasy, Juvenile Fiction",Workman Publishing,2014
9619,Digital,OverDrive,EBOOK,2018,1,1,Open All Night,,Charles Bukowski,"Fiction, Poetry",HarperCollins Publishers Inc.,2011
9621,Digital,OverDrive,EBOOK,2018,1,1,"Rousseau and Revolution: The Story of Civilization, Volume X",,Will Durant,"History, Nonfiction","Simon & Schuster, Inc.",2014
9623,Digital,OverDrive,EBOOK,2018,1,1,"Polymer Clay Art: Projects and Techniques for Jewelry, Gifts, Figures, and Decorative Surfaces",,Celie Fago,"Crafts, Nonfiction",Quarto Publishing Group USA,2010
9627,Digital,OverDrive,EBOOK,2018,1,4,Conversations with David Foster Wallace,,Stephen J. Burn,"Biography & Autobiography, Criticism, Nonfiction",University Press of Mississippi,2012
9632,Digital,OverDrive,EBOOK,2018,1,2,Wildthorn,,Jane Eagland,"Romance, Young Adult Fiction",Houghton Mifflin Harcourt Trade and Reference,2011
9633,Digital,OverDrive,EBOOK,2018,1,5,Dinner: The Playbook: A 30-Day Plan for Mastering the Art of the Family Meal,,Jenny Rosenstrach,"Cooking & Food, Essays, Family & Relationships, Nonfiction","Random House, Inc.",2014
9636,Digital,OverDrive,EBOOK,2018,1,2,"Fighting Dirty--An MMA Romance: An Ultimate Novel Series, Book 4",,Lori  Foster,"Fiction, Romance, Suspense","Harlequin Enterprises, Ltd.",2016
9644,Digital,OverDrive,EBOOK,2018,1,3,Brave New Girl,,Rachel Vincent,"Science Fiction, Science Fiction & Fantasy, Thriller, Young Adult Fiction","Random House, Inc.",2017
9649,Digital,OverDrive,EBOOK,2018,1,2,Comeback: A Parker Novel,,Richard Stark,"Fiction, Literature, Mystery",University of Chicago Press,2011
9653,Digital,OverDrive,EBOOK,2018,1,1,Alice in Wonderland,,Lewis Carroll,"Classic Literature, Fantasy, Juvenile Fiction","Random House, Inc.",2011
9657,Digital,OverDrive,EBOOK,2018,1,3,"Crafting the Resistance: 35 Projects for Craftivists, Protestors, and Women Who Persist",,Lara Neel,"Crafts, Nonfiction, Sociology",Lightning Source Inc,2017
9660,Digital,OverDrive,EBOOK,2018,1,1,Shots Fired: Stories from Joe Pickett Country,,C. J. Box,"Fiction, Mystery, Short Stories, Thriller","Penguin Group (USA), Inc.",2014
9669,Digital,OverDrive,EBOOK,2018,1,1,"The Silence: Nell West and Michael Flint Series, Book 3",,Sarah Rayne,"Fiction, Horror",Severn House Publishers Ltd,2013
9675,Digital,OverDrive,EBOOK,2018,1,1,"An Unfinished Life: John F. Kennedy, 1917 - 1963",,Robert Dallek,"Biography & Autobiography, Nonfiction","Hachette Digital, Inc.",2013
9677,Digital,OverDrive,EBOOK,2018,1,1,How Things Work Encyclopedia,,DK,"Juvenile Nonfiction, Technology",Dorling Kindersley Limited,2012
9684,Digital,OverDrive,EBOOK,2018,1,1,The Dedalus Book of Finnish Fantasy,,Johanna Sinisalo,"Fiction, Literature",SCB Distributors,2015
9698,Digital,OverDrive,EBOOK,2018,1,2,The Crooked House: A Novel,,Christobel Kent,"Fiction, Suspense, Thriller",Macmillan Publishers,2016
9702,Digital,OverDrive,EBOOK,2018,1,1,Somewhere Towards the End: A Memoir,,Diana Athill,"Biography & Autobiography, Nonfiction, Self-Improvement",W. W. Norton & Company,2015
9716,Digital,OverDrive,EBOOK,2018,1,1,Mission to Mars: My Vision for Space Exploration,,Buzz Aldrin,"Nonfiction, Science, Technology","Random House, Inc.",2013
9718,Digital,OverDrive,EBOOK,2018,1,1,Howard Zinn: A Life on the Left,,Martin Duberman,"Biography & Autobiography, Nonfiction",Lightning Source Inc,2012
9727,Digital,OverDrive,EBOOK,2018,1,2,The Bedlam Detective: A Novel,,Stephen Gallagher,"Fiction, Historical Fiction, Horror, Mystery, Suspense","Random House, Inc.",2012
9731,Digital,OverDrive,EBOOK,2018,1,1,"Poster Boy: Theta Alpha Gamma Series, Book 5",,Anne Tenino,"Fiction, Romance",Riptide Publishing,2014
9740,Digital,OverDrive,EBOOK,2018,1,1,"The Burning Tide: Spirit Animals: Fall of the Beasts Series, Book 4",,Jonathan Auxier,"Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2016
9743,Digital,OverDrive,EBOOK,2018,1,2,"The Soprano Sorceress: Spellsong Cycle, Book 4",,"L. E. Modesitt, Jr.","Fantasy, Fiction",Macmillan Publishers,2014
9745,Digital,OverDrive,EBOOK,2018,1,1,"The Cat Who Sniffed Glue: The Cat Who Series, Book 8",,Lilian Jackson Braun,"Fiction, Mystery","Penguin Group (USA), Inc.",2013
